"1","2","после авторизации программа крашится","перезагрузите компьютер и попробуйте снова"
"1","2","после авторизации программа зависает","перезагрузите компьютер и попробуйте снова"
"1","2","при разворачивании программа зависает","перезагрузите компьютер и попробуйте снова"
"1","2","во время работы программа зависает","перезагрузите компьютер и попробуйте снова"
"1","2","при сворачивании программа крашится","перезагрузите компьютер и попробуйте снова"
"1","2","после ввода ключа программа закрылась и не запускается","перезагрузите компьютер и попробуйте снова"
"1","2","после ввода лицензии ключа программа закрылась и не запускается","перезагрузите компьютер и попробуйте снова"
"1","2","при попытки открытия выдает ошибку","перезагрузите компьютер и попробуйте снова"
"1","2","при открытии экран становится синим","перезагрузите компьютер и попробуйте снова"
"1","2","синий экран смерти","перезагрузите компьютер и попробуйте снова"
"1","2","при запуске программы выходит окошко отсутствует файл","перезагрузите компьютер и попробуйте снова"
"1","2","при запуске программы вылазит окошко отсутствует файл","перезагрузите компьютер и попробуйте снова"
"1","2","при запуске программы вылазит окно отсутствует файл","перезагрузите компьютер и попробуйте снова"
"1","2","при запуске программы выходит окно отсутствует файл","перезагрузите компьютер и попробуйте снова"
"1","2","вместо программы белое поле","перезагрузите компьютер и попробуйте снова"
"1","2","вместо программы белый экран","перезагрузите компьютер и попробуйте снова"
"1","2","в программе отсутствует кнопка","перезагрузите компьютер и попробуйте снова"
"1","2","в программе нет кнопки","перезагрузите компьютер и попробуйте снова"
"1","2","зависает программа использовании нескольких окон","перезагрузите компьютер и попробуйте снова"
"1","2","выключается программа использовании нескольких окон","перезагрузите компьютер и попробуйте снова"
"1","2","вылетает программа использовании нескольких окон","перезагрузите компьютер и попробуйте снова"
"1","3","во время авторизации пишет нет соединения","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","отсутствуют записи в базе данных","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","отсутствуют записи в бд","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","нет соединения с сервером","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","вылетает с ошибкой соединение прервано","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","сервер авторизации недоступен","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","сервер проверки лицензии недоступен","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","нет доступа к базе данных","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","нет доступа к бд","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","не обновляется база данных","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","не обновляется бд","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","нет новых данных у базы данных","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","нет новых данных у бд","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","нет соединения с чатом","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","бд не обновляется","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","бд прекратил работать","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","бд не работает","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","соединение отсутсвует","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","глючит загрузка данных","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","зависает загрузка данных","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","останавливается загрузка данных","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","данные не загружаются","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","база данных глючит","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","база данных зависает","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","бд глючит","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","бд зависает","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","при выборке данных компьютер зависает","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","доступ к базе данных ограничен","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"1","3","не работает база данных","перезагрузите компьютер и сетевой адаптер (роутер) и попробуйте снова"
"2","4","пропал доступ в программу","обращение в тех поддержку"
"2","4","не получается зайти со старыми данными","обращение в тех поддержку"
"2","4","неверный логин или пароль","обращение в тех поддержку"
"2","4","неверные данные учютной записи","обращение в тех поддержку"
"2","4","неправильные данные учютной записи","обращение в тех поддержку"
"2","4","пытаюсь зайти в программу пишет неверные данные","обращение в тех поддержку"
"2","4","пытаюсь зайти в программу пишет неправильные данные","обращение в тех поддержку"
"2","4","данные для входа устарели","обращение в тех поддержку"
"2","4","мой аккаунт взломали что делать","обращение в тех поддержку"
"2","4","нет доступа к аккаунту","обращение в тех поддержку"
"2","4","пароль не подходит","обращение в тех поддержку"
"2","4","пропала возможность входа в аккаунт","обращение в тех поддержку"
"2","4","авторизация не проходит","обращение в тех поддержку"
"2","4","пропало окошко авторизации","обращение в тех поддержку"
"2","4","не заходит в аккаунт","обращение в тех поддержку"
"2","4","не заходит в учютную запись","обращение в тех поддержку"
"2","4","не заходит в учютку","обращение в тех поддержку"
"2","4","исчез доступ в программу","обращение в тех поддержку"
"2","4","не выходит зайти с старыми данными","обращение в тех поддержку"
"2","4","неправильный логин или пароль","обращение в тех поддержку"
"2","4","неправильный логин","обращение в тех поддержку"
"2","4","неправильный пароль","обращение в тех поддержку"
"2","4","неправильное имя учютной записи","обращение в тех поддержку"
"2","4","неправильное имя учетной записи","обращение в тех поддержку"
"2","4","авторизация учетной записи не проходит","обращение в тех поддержку"
"2","4","авторизация учютной записи не проходит","обращение в тех поддержку"
"2","4","неправильный пароль учютной записи","обращение в тех поддержку"
"2","4","не заходит в учютную запись","обращение в тех поддержку"
"2","4","пароль не подходит к моей учютной записи","обращение в тех поддержку"
"2","4","не заходит в учетную запись","обращение в тех поддержку"
"2","4","пароль не подходит к моей учетной записи","обращение в тех поддержку"
"2","5","не приходит письмо на почту","обращение в тех поддержку"
"2","5","не приходит уведомление на почту","обращение в тех поддержку"
"2","5","нет письма на почте","обращение в тех поддержку"
"2","5","забыл логин","обращение в тех поддержку"
"2","5","забыл пароль","обращение в тех поддержку"
"2","5","забыл логин и пароль","обращение в тех поддержку"
"2","5","забыл почту регистрации","обращение в тех поддержку"
"2","5","не подходит пароль","обращение в тех поддержку"
"2","5","не подходят данные для входа","обращение в тех поддержку"
"2","5","не входит с паролем","обращение в тех поддержку"
"2","5","не входит в аккаунт","обращение в тех поддержку"
"2","5","не входит ","обращение в тех поддержку"
"2","5","не выходит из аккаунта","обращение в тех поддержку"
"2","5","не получается переключится на другой аккаунт","обращение в тех поддержку"
"2","5","нет доступа к другому аккаунту","обращение в тех поддержку"
"2","5","не получается получить доступ в другой аккаунт","обращение в тех поддержку"
"2","5","не получается сменить на свой аккаунт","обращение в тех поддержку"
"2","5","не получается выйти из своего аккаунта","обращение в тех поддержку"
"2","6","сменить логин","обращение в тех поддержку"
"2","6","сменить пароль","обращение в тех поддержку"
"2","6","сменить логин и пароль","обращение в тех поддержку"
"2","6","сменить почту регистрации","обращение в тех поддержку"
"2","6","необходимо сменить почту","обращение в тех поддержку"
"2","6","необходимо сменить логин","обращение в тех поддержку"
"2","6","необходимо сменить пароль","при восстановления пароля вам предложат его поменять"
"2","6","поменять пароль","при восстановления пароля вам предложат его поменять"
"2","6","поменять логин и пароль","обращение в тех поддержку"
"2","6","поменять почту регистрации","обращение в тех поддержку"
"2","6","необходимо поменять почту","обращение в тех поддержку"
"2","6","необходимо поменять логин","обращение в тех поддержку"
"2","6","необходимо поменять пароль","при восстановления пароля вам предложат его поменять"
"2","7","не приходит письмо на почту для активации","проверьте папку спам"
"2","7","не приходит уведомление на почту для активации","проверьте папку спам"
"2","7","нет письма на почте для активации","проверьте папку спам"
"2","7","не получается зарегистрироваться через почту","проверьте папку спам"
"2","7","регистрация невозможна через почту","проверьте папку спам"
"2","7","данная почта зарегистрирована","€спользуйте другую почту для регистрации или восстановите аккаунт"
"2","7","не приходит письмо на почту для подтверждения","проверьте папку спам"
"2","7","не приходит уведомление на почту для подтверждения","проверьте папку спам"
"2","7","нет письма на почте для подтверждения","проверьте папку спам"
"2","7","не приходит смс на телефон для активации","проверьте правильность ввода номера телефона по формату и попробуйте снова"
"2","7","не приходит смс уведомление на телефон для активации","проверьте правильность ввода номера телефона по формату и попробуйте снова"
"2","7","нет смс на телефоне для активации","проверьте правильность ввода номера телефона по формату и попробуйте снова"
"2","7","не получается зарегистрироваться через телефон","проверьте правильность ввода номера телефона по формату и попробуйте снова"
"2","7","регистрация невозможна через телефон","проверьте правильность ввода номера телефона по формату и попробуйте снова"
"2","7","данный телефон зарегистрирован","€спользуйте другой номер телефона или попробуйте восстановить аккаунт "
"2","7","не приходит смс на телефон для подтверждения","проверьте правильность ввода номера телефона по формату и попробуйте снова"
"2","7","не приходит смс уведомление на телефон для подтверждения","проверьте правильность ввода номера телефона по формату и попробуйте снова"
"2","7","нет смс на телефоне для подтверждения","проверьте правильность ввода номера телефона по формату и попробуйте снова"
"3","8","не получается повторно активировать лицензию","проверьте данные ввода и попробуйте снова"
"3","8","повторная активация лицензии невозможна","проверьте данные ввода и попробуйте снова"
"3","8","невозможно возобновить работу после активации новой лицензии","…сли активация прошла успешнов перезапустите программу"
"3","8","не получается ввести новую лицензию","проверьте данные ввода и попробуйте снова"
"3","8","лицензия не активируется","проверьте данные ввода и попробуйте снова"
"3","8","лицензия неправильная","проверьте данные ввода и попробуйте снова"
"3","8","данная карта не поддерживатся","возможно вы ввели неправильные данные карты либо  не поддерживается ваша система оплаты"
"3","8","данные карты неверны","проверьте данные ввода и попробуйте сновав либо обратитесь в банк с проблемой"
"3","8","данные карты неправильные","проверьте данные ввода и попробуйте сновав либо обратитесь в банк с проблемой"
"3","8","моя карточка не принимается","возможно вы ввели неправильные данные карты либо  не поддерживается ваша система оплаты"
"3","8","оплата не проходит","возможно вы ввели неправильные данные карты либо  не поддерживается ваша система оплаты"
"3","8","оплатил а лицензия не пришла","обращение в тех поддержку"
"3","8","код лицензии не подходит","проверьте данные ввода и попробуйте снова"
"3","8","не выдает код лицензии","обращение в тех поддержку"
"3","8","лицензионный ключ не пришюл на почту","обращение в тех поддержку"
"3","8","лицензию оплатил а ключ не получил","обращение в тех поддержку"
"3","8","не выдает ключ лицензии","обращение в тех поддержку"
"3","8","лицензионный код не пришюл на почту","обращение в тех поддержку"
"3","8","лицензию оплатил а код не получил","обращение в тех поддержку"
"3","8","оплата по карточке не возможна","возможно вы ввели неправильные данные карты либо  не поддерживается ваша система оплаты"
"3","8","банк не принимает деньги на оплату лицензии","возможно вы ввели неправильные данные карты либо  не поддерживается ваша система оплаты"
"3","8","не могу получить лицензию после оплаты","обращение в тех поддержку"
"3","8","оплата проведена а код лицензии не получил","обращение в тех поддержку"
"3","8","после оплаты пришел неверный код","проверьте данные ввода и попробуйте снова"
"3","8","после оплаты пришел неправильный код","проверьте данные ввода и попробуйте снова"
"3","8","после оплаты пришел некорректный код","проверьте данные ввода и попробуйте снова"
"3","8","оплата проведена а ключ лицензии не получил","обращение в тех поддержку"
"3","8","оплата проведена а код лицензии не получил","обращение в тех поддержку"
"3","8","после оплаты пришел неверный ключ","проверьте данные ввода и попробуйте снова"
"3","8","после оплаты пришел не правильный ключ","проверьте данные ввода и попробуйте снова"
"3","8","после оплаты пришел некорректный ключ","проверьте данные ввода и попробуйте снова"
"3","8","не проходит оплата","обращение в тех поддержку"
"3","9","мне не понравился ваш продукт требую деньги","обращение в тех поддержку"
"3","9","ваша программа нам не подходит хочу вернуть средства","обращение в тех поддержку"
"3","9","программа не подходит хочу вернуть деньги","обращение в тех поддержку"
"3","9","возврат денег","обращение в тех поддержку"
"3","9","не работает программа требую вернуть деньги","обращение в тех поддержку"
"3","9","программа не отвечает требованиям верните деньги","обращение в тех поддержку"
"3","9","программа не отвечает требованиям сделайте возврат средств","обращение в тех поддержку"
"3","9","продукт неполноценный хочу оформить возврат денежных средств","обращение в тех поддержку"
"3","9","предложенный вами продукт не подходит прошу оформить возврат денежных средств","обращение в тех поддержку"
"3","9","программа дрянь верните деньги","обращение в тех поддержку"
"3","9","хочу оформить возврат денег","обращение в тех поддержку"
"3","9","постоянно вылетает хочу деньги обратно","обращение в тех поддержку"
"3","9","программа висит верните деньги","обращение в тех поддержку"
"3","9","требую вернуть полную сумму за лицензию","обращение в тех поддержку"
